playerId,teamId
5,11
6,12
5,13
6,13
7,14
5,15
7,15
6,16
7,16
6,19
8,19
8,17
5,18
8,18
7,20
8,20
5,21
9,21
8,23
9,23
6,22
9,22
7,24
9,24
9,25
10,26
9,27
10,27
5,28
10,28
6,30
10,30
7,29
10,29
8,31
10,31
11,32
7,33
11,33
5,34
11,34
8,35
11,35
6,37
11,37
9,36
11,36
10,38
11,38
