id,active,createdAt,userId,season
1,f,2023-04-06 13:03:21.348,77ead685-06ca-4763-a076-8375d8e860ca,1
2,f,2023-04-07 20:43:35.374,77ead685-06ca-4763-a076-8375d8e860ca,1
3,f,2023-04-07 22:52:57.052,77ead685-06ca-4763-a076-8375d8e860ca,1
4,f,2023-04-08 18:45:23.479,77ead685-06ca-4763-a076-8375d8e860ca,1
5,f,2023-04-28 20:42:55.755,77ead685-06ca-4763-a076-8375d8e860ca,1
