id,name,imageUri,userId
11,Peter,,77ead685-06ca-4763-a076-8375d8e860ca
5,Luka,https://izpo-fifa.s3.eu-central-1.amazonaws.com/8ppxiardTunVsG83o8n1s.png,77ead685-06ca-4763-a076-8375d8e860ca
9,Kevin,https://izpo-fifa.s3.eu-central-1.amazonaws.com/hFv56Y3QerGC5_awdJtv4.jpg,77ead685-06ca-4763-a076-8375d8e860ca
10,Gregor,https://izpo-fifa.s3.eu-central-1.amazonaws.com/H8_IEuBVlKG5fvAFCmpRF.jpg,77ead685-06ca-4763-a076-8375d8e860ca
7,Domen,https://izpo-fifa.s3.eu-central-1.amazonaws.com/sfPn87kP6K5PCi7_yPtPk.jpeg,77ead685-06ca-4763-a076-8375d8e860ca
6,Rok,https://izpo-fifa.s3.eu-central-1.amazonaws.com/xrC45OGthbj5Y5YU906hS.jpg,77ead685-06ca-4763-a076-8375d8e860ca
8,Ziga,https://izpo-fifa.s3.eu-central-1.amazonaws.com/lQFfS3RHTANJ68R7xuFni.jpg,77ead685-06ca-4763-a076-8375d8e860ca
